Zip,City,State,County,population,weight
87014,Cubero,NM,Cibola,616,1.3446937632079461e-06
87020,Grants,NM,Cibola,11172,2.4387855069089568e-05
87021,Milan,NM,Cibola,3582,7.819306915277375e-06
87026,Laguna,NM,Cibola,4112,8.976267458297199e-06
87038,New Laguna,NM,Cibola,671,1.4647557063515127e-06
87040,Paguate,NM,Cibola,469,1.0238009333515044e-06
87049,San Fidel,NM,Cibola,1336,2.9164137461782727e-06
87051,San Rafael,NM,Cibola,1251,2.7308634704109425e-06
87315,Fence Lake,NM,Cibola,188,4.103935511089186e-07
87357,Pinehill,NM,Cibola,818,1.7856485362079544e-06
87710,Angel Fire,NM,Colfax,1492,3.2569530758218435e-06
87714,Cimarron,NM,Colfax,1162,2.536581416960444e-06
87718,Eagle Nest,NM,Colfax,370,8.076894356930845e-07
87728,Maxwell,NM,Colfax,468,1.0216179889307123e-06
87729,Miami,NM,Colfax,29,6.330538820297149e-08
87740,Raton,NM,Colfax,7163,1.5636430886133957e-05
87747,Springer,NM,Colfax,1423,3.106329910787187e-06
87749,Ute Park,NM,Colfax,219,4.780648281534743e-07
88101,Clovis,NM,Curry,46995,0.0001025874730551257
88102,Clovis,NM,Curry,46995,0.0001025874730551257
88103,Cannon Afb,NM,Curry,312,6.810786592871415e-07
88112,Broadview,NM,Curry,173,3.776493847970368e-07
88120,Grady,NM,Curry,221,4.824307169950586e-07
88124,Melrose,NM,Curry,1037,2.2637133643614288e-06
88133,Saint Vrain,NM,Curry,249,5.43553160777238e-07
88135,Texico,NM,Curry,1583,3.4556010181139264e-06
88119,Fort Sumner,NM,DeBaca,1976,4.31349817548523e-06
88134,Taiban,NM,DeBaca,57,1.2442783198515086e-07
88136,Yeso,NM,DeBaca,27,5.893949936138725e-08
87936,Garfield,NM,Do??a Ana,255,5.566508273019907e-07
87937,Hatch,NM,Do??a Ana,2725,5.948523546658528e-06
87940,Rincon,NM,Do??a Ana,977,2.1327366991139015e-06
87941,Salem,NM,Do??a Ana,903,1.9711988119752846e-06
88001,Las Cruces,NM,Do??a Ana,36800,8.033235468515003e-05
88002,White Sands Missile Range,NM,Do??a Ana,1170,2.5540449723267808e-06
88003,Las Cruces,NM,Do??a Ana,500,1.0914722103960602e-06
88004,Las Cruces,NM,Do??a Ana,819,1.7878314806287465e-06
88005,Las Cruces,NM,Do??a Ana,27284,5.9559455576892214e-05
88006,Las Cruces,NM,Do??a Ana,27284,5.9559455576892214e-05
88007,Las Cruces,NM,Do??a Ana,23350,5.097175222549601e-05
88008,Santa Teresa,NM,Do??a Ana,8337,1.8199207636143908e-05
88011,Las Cruces,NM,Do??a Ana,31196,6.809913415103098e-05
88012,Las Cruces,NM,Do??a Ana,29044,6.340143775748635e-05
88013,Las Cruces,NM,Do??a Ana,29044,6.340143775748635e-05
88021,Anthony,NM,Do??a Ana,19189,4.188852049058e-05
88024,Berino,NM,Do??a Ana,251,5.479190496188222e-07
88027,Chamberino,NM,Do??a Ana,292,6.374197708712991e-07
88032,Dona Ana,NM,Do??a Ana,252,5.501019940396143e-07
88033,Fairacres,NM,Do??a Ana,0,0.0
88044,La Mesa,NM,Do??a Ana,3527,7.69924497213381e-06
88046,Mesilla,NM,Do??a Ana,655,1.4298285956188388e-06
88047,Mesilla Park,NM,Do??a Ana,2301,5.022955112242669e-06
88048,Mesquite,NM,Do??a Ana,2561,5.59052066164862e-06
88052,Organ,NM,Do??a Ana,200,4.3658888415842406e-07
88054,Radium Springs,NM,Do??a Ana,209,4.5623538394555314e-07
88058,San Miguel,NM,Do??a Ana,197,4.300400508960477e-07
88063,Sunland Park,NM,Do??a Ana,13961,3.0476087058678792e-05
88072,Vado,NM,Do??a Ana,1935,4.223997454232753e-06
88210,Artesia,NM,Eddy,18420,4.020983623099086e-05
88211,Artesia,NM,Eddy,18420,4.020983623099086e-05
88220,Carlsbad,NM,Eddy,36708,8.013152379843716e-05
88221,Carlsbad,NM,Eddy,36708,8.013152379843716e-05
88250,Hope,NM,Eddy,300,6.548833262376361e-07
88254,Lakewood,NM,Eddy,29,6.330538820297149e-08
88255,Loco Hills,NM,Eddy,22,4.802477725742665e-08
88256,Loving,NM,Eddy,1693,3.6957249044010597e-06
88263,Malaga,NM,Eddy,182,3.972958845841659e-07
88268,Whites City,NM,Eddy,173,3.776493847970368e-07
88022,Arenas Valley,NM,Grant,1348,2.942609079227778e-06
88023,Bayard,NM,Grant,2504,5.466092829663469e-06
88025,Buckhorn,NM,Grant,255,5.566508273019907e-07
88026,Santa Clara,NM,Grant,1491,3.2547701314010514e-06
88028,Cliff,NM,Grant,272,5.937608824554567e-07
88034,Faywood,NM,Grant,44,9.60495545148533e-08
88036,Fort Bayard,NM,Grant,44,9.60495545148533e-08
88038,Gila,NM,Grant,341,7.44384047490113e-07
88040,Hachita,NM,Grant,105,2.2920916418317263e-07
88041,Hanover,NM,Grant,1117,2.4383489180247984e-06
88043,Hurley,NM,Grant,1573,3.4337715739060052e-06
88049,Mimbres,NM,Grant,357,7.79311158222787e-07
88051,Mule Creek,NM,Grant,114,2.488556639703017e-07
88053,Pinos Altos,NM,Grant,209,4.5623538394555314e-07
88055,Redrock,NM,Grant,39,8.513483241089269e-08
88061,Silver City,NM,Grant,17768,3.8786556468634394e-05
88062,Silver City,NM,Grant,17768,3.8786556468634394e-05
88065,Tyrone,NM,Grant,532,1.161326431861408e-06
87711,Anton Chico,NM,Guadalupe,655,1.4298285956188388e-06
87724,La Loma,NM,Guadalupe,21,4.5841832836634526e-08
88353,Vaughn,NM,Guadalupe,152,3.318075519604023e-07
88417,Cuervo,NM,Guadalupe,0,0.0
88431,Newkirk,NM,Guadalupe,61,1.3315960966831934e-07
88435,Santa Rosa,NM,Guadalupe,3787,8.26681052153976e-06
87730,Mills,NM,Harding,23,5.020772167821877e-08
87733,Mosquero,NM,Harding,139,3.034292744901047e-07
87743,Roy,NM,Harding,245,5.348213830940695e-07
87746,Solano,NM,Harding,55,1.2006194314356662e-07
88009,Playas,NM,Hidalgo,49,1.069642766188139e-07
88020,Animas,NM,Hidalgo,667,1.4560239286683442e-06
88045,Lordsburg,NM,Hidalgo,3450,7.531158251732815e-06
88056,Rodeo,NM,Hidalgo,197,4.300400508960477e-07
88114,Crossroads,NM,Lea,15,3.2744166311881805e-08
88213,Caprock,NM,Lea,18420,4.020983623099086e-05
88231,Eunice,NM,Lea,3412,7.4482063637427145e-06
88240,Hobbs,NM,Lea,40860,8.919510903356603e-05
88241,Hobbs,NM,Lea,40860,8.919510903356603e-05
88242,Hobbs,NM,Lea,7174,1.5660443274762673e-05
88244,Hobbs,NM,Lea,7174,1.5660443274762673e-05
88252,Jal,NM,Lea,2115,4.6169274499753345e-06
88260,Lovington,NM,Lea,15142,3.3054144419634284e-05
88262,Mcdonald,NM,Lea,13,2.8378277470297564e-08
88264,Maljamar,NM,Lea,27,5.893949936138725e-08
88265,Monument,NM,Lea,135,2.9469749680693624e-07
88267,Tatum,NM,Lea,1233,2.6915704708366843e-06
88301,Carrizozo,NM,Lincoln,1185,2.5867891386386626e-06
88312,Alto,NM,Lincoln,2719,5.935425880133775e-06
88316,Capitan,NM,Lincoln,2123,4.634391005341671e-06
88318,Corona,NM,Lincoln,264,5.762973270891198e-07
88323,Fort Stanton,NM,Lincoln,0,0.0
88324,Glencoe,NM,Lincoln,268,5.850291047722882e-07
88336,Hondo,NM,Lincoln,461,1.0063373779851675e-06
88338,Lincoln,NM,Lincoln,87,1.8991616460891447e-07
88341,Nogal,NM,Lincoln,590,1.287937208267351e-06
88343,Picacho,NM,Lincoln,5,1.0914722103960602e-08
88345,Ruidoso,NM,Lincoln,8418,1.837602613422807e-05
88346,Ruidoso Downs,NM,Lincoln,2874,6.273782265356554e-06
88348,San Patricio,NM,Lincoln,348,7.596646584356579e-07
88351,Tinnie,NM,Lincoln,162,3.536369961683235e-07
88355,Ruidoso,NM,Lincoln,0,0.0
87544,Los Alamos,NM,Los Alamos,18356,4.0070127788060164e-05
87545,Los Alamos,NM,Los Alamos,18356,4.0070127788060164e-05
87547,White Rock,NM,Los Alamos,18356,4.0070127788060164e-05
88029,Columbus,NM,Luna,1244,2.7155828594653977e-06
88030,Deming,NM,Luna,22991,5.018807517843164e-05
88031,Deming,NM,Luna,22991,5.018807517843164e-05
87045,Prewitt,NM,McKinley,1766,3.8550798471188845e-06
87301,Gallup,NM,McKinley,24123,5.265916826276832e-05
87302,Gallup,NM,McKinley,24123,5.265916826276832e-05
87305,Gallup,NM,McKinley,3416,7.456938141425883e-06
87310,Brimhall,NM,McKinley,1151,2.5125690283317305e-06
87311,Church Rock,NM,McKinley,4021,8.777619516005117e-06
87312,Continental Divide,NM,McKinley,504,1.1002039880792286e-06
87313,Crownpoint,NM,McKinley,5931,1.2947043359718066e-05
87316,Fort Wingate,NM,McKinley,1188,2.593337971901039e-06
87317,Gamerco,NM,McKinley,1696,3.702273737663436e-06
87319,Mentmore,NM,McKinley,1831,3.996971234470372e-06
87320,Mexican Springs,NM,McKinley,540,1.178789987227745e-06
87321,Ramah,NM,McKinley,2112,4.610378616712958e-06
87322,Rehoboth,NM,McKinley,172,3.754664403762447e-07
87323,Thoreau,NM,McKinley,4123,9.000279846925913e-06
87325,Tohatchi,NM,McKinley,3089,6.74311531582686e-06
87326,Vanderwagen,NM,McKinley,1890,4.125764955297107e-06
87327,Zuni,NM,McKinley,9560,2.086894866277267e-05
87328,Navajo,NM,McKinley,2411,5.263078998529802e-06
87347,Jamestown,NM,McKinley,156,3.4053932964357077e-07
87365,Smith Lake,NM,McKinley,973,2.124004921430733e-06
87375,Yatahey,NM,McKinley,3171,6.9221167583318135e-06
87712,Buena Vista,NM,Mora,309,6.745298260247652e-07
87713,Chacon,NM,Mora,170,3.7110055153466045e-07
87715,Cleveland,NM,Mora,469,1.0238009333515044e-06
87722,Guadalupita,NM,Mora,684,1.4931339838218103e-06
87723,Holman,NM,Mora,426,9.299343232574433e-07
87732,Mora,NM,Mora,1531,3.342087908232736e-06
87734,Ocate,NM,Mora,212,4.627842172079295e-07
87735,Ojo Feliz,NM,Mora,75,1.6372083155940902e-07
87736,Rainsville,NM,Mora,151,3.2962460753961017e-07
87750,Valmora,NM,Mora,0,0.0
87752,Wagon Mound,NM,Mora,355,7.749452693812027e-07
87753,Watrous,NM,Mora,174,3.7983232921782893e-07
88081,Chaparral,NM,Otero,16974,3.705329859852545e-05
88310,Alamogordo,NM,Otero,36282,7.920158947517972e-05
88311,Alamogordo,NM,Otero,1259,2.7483270257772795e-06
88314,Bent,NM,Otero,56,1.2224488756435874e-07
88317,Cloudcroft,NM,Otero,1654,3.610590071990167e-06
88325,High Rolls Mountain Park,NM,Otero,808,1.7638190920000332e-06
88330,Holloman Air Force Base,NM,Otero,3879,8.467641408252636e-06
88337,La Luz,NM,Otero,2139,4.669318116074345e-06
88339,Mayhill,NM,Otero,518,1.1307652099703183e-06
88340,Mescalero,NM,Otero,3730,8.142382689554609e-06
88342,Orogrande,NM,Otero,91,1.9864794229208295e-07
88344,Pinon,NM,Otero,25,5.457361051980301e-08
88347,Sacramento,NM,Otero,118,2.575874416534702e-07
88349,Sunspot,NM,Otero,14,3.0561221891089684e-08
88350,Timberon,NM,Otero,301,6.570662706584282e-07
88352,Tularosa,NM,Otero,4812,1.0504328552851683e-05
88354,Weed,NM,Otero,0,0.0
88121,House,NM,Quay,95,2.0737971997525143e-07
88401,Tucumcari,NM,Quay,6481,1.4147662791153733e-05
88411,Bard,NM,Quay,46,1.0041544335643753e-07
88426,Logan,NM,Quay,981,2.14146847679707e-06
88427,Mcalister,NM,Quay,211,4.606012727871374e-07
88430,Nara Visa,NM,Quay,93,2.030138311336672e-07
88433,Quay,NM,Quay,61,1.3315960966831934e-07
88434,San Jon,NM,Quay,458,9.99788544722791e-07
87012,Coyote,NM,Rio Arriba,255,5.566508273019907e-07
87017,Gallina,NM,Rio Arriba,346,7.552987695940736e-07
87029,Lindrith,NM,Rio Arriba,260,5.675655494059513e-07
87064,Youngsville,NM,Rio Arriba,84,1.833673313465381e-07
87510,Abiquiu,NM,Rio Arriba,738,1.6110129825445848e-06
87511,Alcalde,NM,Rio Arriba,2896,6.32180704261398e-06
87515,Canjilon,NM,Rio Arriba,363,7.924088247475397e-07
87516,Canones,NM,Rio Arriba,102,2.2266033092079627e-07
87518,Cebolla,NM,Rio Arriba,9,1.9646499787129083e-08
87520,Chama,NM,Rio Arriba,1237,2.700302248519853e-06
87522,Chimayo,NM,Rio Arriba,2637,5.756424437628821e-06
87523,Cordova,NM,Rio Arriba,759,1.6568548153812193e-06
87527,Dixon,NM,Rio Arriba,761,1.6612207042228036e-06
87528,Dulce,NM,Rio Arriba,3505,7.651220194876383e-06
87530,El Rito,NM,Rio Arriba,1110,2.4230683070792535e-06
87531,Embudo,NM,Rio Arriba,510,1.1133016546039814e-06
87532,Espanola,NM,Rio Arriba,18756,4.094330555637701e-05
87533,Espanola,NM,Rio Arriba,133,2.90331607965352e-07
87537,Hernandez,NM,Rio Arriba,2510,5.479190496188222e-06
87539,La Madera,NM,Rio Arriba,22,4.802477725742665e-08
87548,Medanales,NM,Rio Arriba,1341,2.9273284682822333e-06
87551,Los Ojos,NM,Rio Arriba,297,6.483344929752597e-07
87554,Petaca,NM,Rio Arriba,0,0.0
87566,Ohkay Owingeh,NM,Rio Arriba,3612,7.884795247901139e-06
87575,Tierra Amarilla,NM,Rio Arriba,775,1.6917819261138932e-06
87578,Truchas,NM,Rio Arriba,245,5.348213830940695e-07
87581,Vallecitos,NM,Rio Arriba,32,6.985422146534785e-08
87582,Velarde,NM,Rio Arriba,460,1.0041544335643753e-06
88113,Causey,NM,Roosevelt,77,1.6808672040099326e-07
88115,Dora,NM,Roosevelt,94,2.051967755544593e-07
88116,Elida,NM,Roosevelt,450,9.823249893564541e-07
88118,Floyd,NM,Roosevelt,336,7.334693253861524e-07
88122,Kenna,NM,Roosevelt,95,2.0737971997525143e-07
88123,Lingo,NM,Roosevelt,95,2.0737971997525143e-07
88125,Milnesand,NM,Roosevelt,75,1.6372083155940902e-07
88126,Pep,NM,Roosevelt,53,1.1569605430198238e-07
88130,Portales,NM,Roosevelt,17696,3.862938447033736e-05
88132,Rogers,NM,Roosevelt,249,5.43553160777238e-07
87001,Algodones,NM,Sandoval,3745,8.175126855866491e-06
87004,Bernalillo,NM,Sandoval,11319,2.470874789894601e-05
87013,Cuba,NM,Sandoval,5350,1.1678752651237844e-05
87018,Counselor,NM,Sandoval,606,1.322864319000025e-06
87024,Jemez Pueblo,NM,Sandoval,2453,5.354762664203071e-06
87025,Jemez Springs,NM,Sandoval,1082,2.361945863297074e-06
87027,La Jara,NM,Sandoval,309,6.745298260247652e-07
87041,Pena Blanca,NM,Sandoval,772,1.6852330928515169e-06
87043,Placitas,NM,Sandoval,4497,9.816701060302166e-06
87044,Ponderosa,NM,Sandoval,288,6.286879931881306e-07
87046,Regina,NM,Sandoval,162,3.536369961683235e-07
87048,Corrales,NM,Sandoval,9073,1.980585472984691e-05
87052,Santo Domingo Pueblo,NM,Sandoval,3118,6.806420704029831e-06
87053,San Ysidro,NM,Sandoval,1331,2.905499024074312e-06
87072,Cochiti Pueblo,NM,Sandoval,643,1.4036332625693334e-06
87083,Cochiti Lake,NM,Sandoval,522,1.1394969876534868e-06
87124,Rio Rancho,NM,Sandoval,54780,0.00011958169537099236
87144,Rio Rancho,NM,Sandoval,42619,9.303490826973938e-05
87037,Nageezi,NM,San Juan,680,1.4844022061386418e-06
87364,Sheep Springs,NM,San Juan,973,2.124004921430733e-06
87401,Farmington,NM,San Juan,47483,0.00010365274993247226
87402,Farmington,NM,San Juan,9854,2.1510734322485555e-05
87410,Aztec,NM,San Juan,17287,3.773656020223338e-05
87412,Blanco,NM,San Juan,746,1.6284765379109217e-06
87413,Bloomfield,NM,San Juan,16955,3.70118226545304e-05
87415,Flora Vista,NM,San Juan,1370,2.990633856485205e-06
87416,Fruitland,NM,San Juan,5390,1.1766070428069528e-05
87417,Kirtland,NM,San Juan,5703,1.2449332031777463e-05
87418,La Plata,NM,San Juan,958,2.0912607551188513e-06
87419,Navajo Dam,NM,San Juan,365,7.967747135891239e-07
87420,Shiprock,NM,San Juan,12106,2.642672515810941e-05
87421,Waterflow,NM,San Juan,1584,3.4577839625347186e-06
87455,Newcomb,NM,San Juan,1741,3.8005062365990815e-06
87461,Sanostee,NM,San Juan,1264,2.75924174788124e-06
87499,Farmington,NM,San Juan,516,1.126399321128734e-06
87538,Ilfeld,NM,San Miguel,597,1.3032178192128958e-06
87552,Pecos,NM,San Miguel,3963,8.651008739599174e-06
87560,Ribera,NM,San Miguel,1220,2.6631921933663868e-06
87562,Rowe,NM,San Miguel,256,5.588337717227828e-07
87565,San Jose,NM,San Miguel,375,8.186041577970451e-07
87569,Serafina,NM,San Miguel,460,1.0041544335643753e-06
87573,Tererro,NM,San Miguel,38,8.295188799010057e-08
87583,Villanueva,NM,San Miguel,179,3.9074705132178954e-07
87701,Las Vegas,NM,San Miguel,19039,4.156107882746118e-05
87731,Montezuma,NM,San Miguel,244,5.326384386732774e-07
87742,Rociada,NM,San Miguel,481,1.0499962664010099e-06
87745,Sapello,NM,San Miguel,769,1.6786842595891405e-06
88416,Conchas Dam,NM,San Miguel,35,7.640305472772421e-08
88421,Garita,NM,San Miguel,39,8.513483241089269e-08
88439,Trementina,NM,San Miguel,50,1.0914722103960602e-07
87010,Cerrillos,NM,Santa Fe,1010,2.2047738650000415e-06
87015,Edgewood,NM,Santa Fe,12889,2.813597063958964e-05
87056,Stanley,NM,Santa Fe,1077,2.3510311411931136e-06
87501,Santa Fe,NM,Santa Fe,15871,3.464551090239174e-05
87502,Santa Fe,NM,Santa Fe,15871,3.464551090239174e-05
87503,Santa Fe,NM,Santa Fe,15871,3.464551090239174e-05
87504,Santa Fe,NM,Santa Fe,15871,3.464551090239174e-05
87505,Santa Fe,NM,Santa Fe,30659,6.692689299706562e-05
87506,Santa Fe,NM,Santa Fe,13209,2.8834512854243118e-05
87507,Santa Fe,NM,Santa Fe,48947,0.00010684858056451192
87508,Santa Fe,NM,Santa Fe,19400,4.2349121763367134e-05
87509,Santa Fe,NM,Santa Fe,19400,4.2349121763367134e-05
87535,Glorieta,NM,Santa Fe,1122,2.449263640128759e-06
87540,Lamy,NM,Santa Fe,963,2.102175477222812e-06
87567,Santa Cruz,NM,Santa Fe,1378,3.0080974118515418e-06
87574,Tesuque,NM,Santa Fe,256,5.588337717227828e-07
87592,Santa Fe,NM,Santa Fe,179,3.9074705132178954e-07
87594,Santa Fe,NM,Santa Fe,179,3.9074705132178954e-07
87654,Spaceport City,NM,Sierra,179,3.9074705132178954e-07
87901,Truth Or Consequences,NM,Sierra,6398,1.3966478404227986e-05
87930,Arrey,NM,Sierra,715,1.560805260866366e-06
87931,Caballo,NM,Sierra,768,1.6765013151683484e-06
87933,Derry,NM,Sierra,138,3.012463300693126e-07
87935,Elephant Butte,NM,Sierra,1570,3.427222740643629e-06
87939,Monticello,NM,Sierra,128,2.794168858613914e-07
87942,Williamsburg,NM,Sierra,1012,2.2091397538416258e-06
87943,Winston,NM,Sierra,146,3.1870988543564956e-07
88042,Hillsboro,NM,Sierra,198,4.322229953168398e-07
87011,Claunch,NM,Socorro,47,1.0259838777722965e-07
87028,La Joya,NM,Socorro,733,1.6000982604406242e-06
87062,Veguita,NM,Socorro,1365,2.9797191343812442e-06
87801,Socorro,NM,Socorro,9744,2.127061043619842e-05
87823,Lemitar,NM,Socorro,1149,2.5082031394901462e-06
87825,Magdalena,NM,Socorro,2057,4.4903166735693915e-06
87828,Polvadera,NM,Socorro,350,7.640305472772421e-07
87831,San Acacia,NM,Socorro,275,6.003097157178331e-07
87832,San Antonio,NM,Socorro,150,3.2744166311881805e-07
87512,Amalia,NM,Taos,63,1.3752549850990358e-07
87513,Arroyo Hondo,NM,Taos,801,1.7485384810544884e-06
87514,Arroyo Seco,NM,Taos,866,1.8904298684059762e-06
87517,Carson,NM,Taos,346,7.552987695940736e-07
87519,Cerro,NM,Taos,482,1.052179210821802e-06
87521,Chamisal,NM,Taos,835,1.8227585913614205e-06
87524,Costilla,NM,Taos,92,2.0083088671287507e-07
87525,Taos Ski Valley,NM,Taos,95,2.0737971997525143e-07
87529,El Prado,NM,Taos,4637,1.0122313279213063e-05
87543,Llano,NM,Taos,85,1.8555027576733023e-07
87549,Ojo Caliente,NM,Taos,518,1.1307652099703183e-06
87553,Penasco,NM,Taos,1469,3.2067453541436247e-06
87556,Questa,NM,Taos,2378,5.191041832643662e-06
87557,Ranchos De Taos,NM,Taos,6399,1.3968661348648779e-05
87558,Red River,NM,Taos,439,9.583126007277408e-07
87564,San Cristobal,NM,Taos,284,6.199562155049622e-07
87571,Taos,NM,Taos,12132,2.6483481713050004e-05
87576,Trampas,NM,Taos,775,1.6917819261138932e-06
87577,Tres Piedras,NM,Taos,385,8.404336020049663e-07
87579,Vadito,NM,Taos,888,1.938454645663403e-06
87580,Valdez,NM,Taos,466,1.017252100089128e-06
87009,Cedarvale,NM,Torrance,2550,5.566508273019907e-06
87016,Estancia,NM,Torrance,3308,7.221180143980334e-06
87032,Mcintosh,NM,Torrance,282,6.155903266633779e-07
87035,Moriarty,NM,Torrance,7624,1.6642768264119125e-05
87036,Mountainair,NM,Torrance,1618,3.5320040728416507e-06
87061,Torreon,NM,Torrance,373,8.142382689554609e-07
87063,Willard,NM,Torrance,240,5.239066609901089e-07
87070,Clines Corners,NM,Torrance,189,4.1257649552971074e-07
88321,Encino,NM,Torrance,86,1.8773322018812235e-07
88410,Amistad,NM,Union,105,2.2920916418317263e-07
88414,Capulin,NM,Union,41,8.950072125247693e-08
88415,Clayton,NM,Union,3546,7.740720916128859e-06
88418,Des Moines,NM,Union,213,4.649671616287216e-07
88419,Folsom,NM,Union,132,2.881486635445599e-07
88422,Gladstone,NM,Union,61,1.3315960966831934e-07
88424,Grenville,NM,Union,60,1.3097666524752722e-07
88436,Sedan,NM,Union,50,1.0914722103960602e-07
87002,Belen,NM,Valencia,21691,4.7350247431401884e-05
87006,Bosque,NM,Valencia,1324,2.8902184131287673e-06
87023,Jarales,NM,Valencia,623,1.359974374153491e-06
87031,Los Lunas,NM,Valencia,44451,9.703406244863054e-05
87034,Pueblo Of Acoma,NM,Valencia,2034,4.440108951891173e-06
87042,Peralta,NM,Valencia,3577,7.808392193173415e-06
87060,Tome,NM,Valencia,10294,2.2471229867634088e-05
87068,Bosque Farms,NM,Valencia,4885,1.0663683495569509e-05
89406,Fallon,NV,Churchill,23972,5.232954365522871e-05
89407,Fallon,NV,Churchill,23972,5.232954365522871e-05
89496,Fallon,NV,Churchill,13619,2.972952006676789e-05
88901,The Lakes,NV,Clark,50,1.0914722103960602e-07
88905,The Lakes,NV,Clark,50,1.0914722103960602e-07
89002,Henderson,NV,Clark,34953,7.630045633994699e-05
89004,Blue Diamond,NV,Clark,347,7.574817140148657e-07
89005,Boulder City,NV,Clark,15680,3.4228568518020446e-05
89006,Boulder City,NV,Clark,15680,3.4228568518020446e-05
89007,Bunkerville,NV,Clark,1122,2.449263640128759e-06
89009,Henderson,NV,Clark,1324,2.8902184131287673e-06
89011,Henderson,NV,Clark,25826,5.63767226113773e-05
89012,Henderson,NV,Clark,35075,7.656677555928362e-05
89014,Henderson,NV,Clark,39698,8.66585276166056e-05
89015,Henderson,NV,Clark,42748,9.331650810002156e-05
89016,Henderson,NV,Clark,42748,9.331650810002156e-05
89018,Indian Springs,NV,Clark,4837,1.0558902163371487e-05
89019,Jean,NV,Clark,2376,5.186675943802078e-06
89021,Logandale,NV,Clark,3400,7.422011030693209e-06
89024,Mesquite,NV,Clark,0,0.0
89025,Moapa,NV,Clark,1171,2.556227916747573e-06
89026,Jean,NV,Clark,0,0.0
89027,Mesquite,NV,Clark,17904,3.908343690986212e-05
89028,Laughlin,NV,Clark,17904,3.908343690986212e-05
89029,Laughlin,NV,Clark,7707,1.682395265104487e-05
89030,North Las Vegas,NV,Clark,48382,0.00010561521696676436
89031,North Las Vegas,NV,Clark,68201,0.0001488789924424434
89032,North Las Vegas,NV,Clark,44034,9.612377462516023e-05
89033,North Las Vegas,NV,Clark,44034,9.612377462516023e-05
89034,Mesquite,NV,Clark,44034,9.612377462516023e-05
89036,North Las Vegas,NV,Clark,44034,9.612377462516023e-05
89037,Coyote Springs,NV,Clark,44034,9.612377462516023e-05
89039,Cal Nev Ari,NV,Clark,140,3.0561221891089684e-07
89040,Overton,NV,Clark,3632,7.928454136316981e-06
89046,Searchlight,NV,Clark,316,6.8981043697031e-07
89052,Henderson,NV,Clark,54586,0.00011915820415335869
89053,Henderson,NV,Clark,54586,0.00011915820415335869
89054,Sloan,NV,Clark,40,8.731777683168481e-08
89067,Moapa,NV,Clark,5828,1.2722200084376477e-05
89070,Indian Springs,NV,Clark,5828,1.2722200084376477e-05
89074,Henderson,NV,Clark,49397,0.00010783090555386837
89077,Henderson,NV,Clark,49397,0.00010783090555386837
89081,North Las Vegas,NV,Clark,36060,7.871697581376385e-05
89084,North Las Vegas,NV,Clark,27218,5.941538124511993e-05
89085,North Las Vegas,NV,Clark,3848,8.399970131208079e-06
89086,North Las Vegas,NV,Clark,6060,1.3228643190000249e-05
89087,North Las Vegas,NV,Clark,6060,1.3228643190000249e-05
89101,Las Vegas,NV,Clark,41600,9.08104879049522e-05
89102,Las Vegas,NV,Clark,38637,8.434242358614515e-05
89103,Las Vegas,NV,Clark,52149,0.00011383836859988829
89104,Las Vegas,NV,Clark,38703,8.448649791791743e-05
89105,Las Vegas,NV,Clark,38703,8.448649791791743e-05
89106,Las Vegas,NV,Clark,26018,5.679584794016939e-05
89107,Las Vegas,NV,Clark,38165,8.331207381953128e-05
89108,Las Vegas,NV,Clark,73678,0.00016083497903512185
89109,Las Vegas,NV,Clark,7844,1.7123016036693392e-05
89110,Las Vegas,NV,Clark,71573,0.00015623988102935444
89111,Las Vegas,NV,Clark,71573,0.00015623988102935444
89112,Las Vegas,NV,Clark,71573,0.00015623988102935444
89113,Las Vegas,NV,Clark,30626,6.685485583117948e-05
89114,Las Vegas,NV,Clark,30626,6.685485583117948e-05
89115,Las Vegas,NV,Clark,61811,0.00013492997759358176
89116,Las Vegas,NV,Clark,61811,0.00013492997759358176
89117,Las Vegas,NV,Clark,55061,0.00012019510275323494
89118,Las Vegas,NV,Clark,22105,4.825398642160982e-05
89119,Las Vegas,NV,Clark,52278,0.00011411996843017047
89120,Las Vegas,NV,Clark,25124,5.4844295627981234e-05
89121,Las Vegas,NV,Clark,64340,0.00014045064403376504
89122,Las Vegas,NV,Clark,49934,0.00010900314670783373
89123,Las Vegas,NV,Clark,60138,0.00013127791157759654
89124,Las Vegas,NV,Clark,1051,2.2942745862525184e-06
89125,Las Vegas,NV,Clark,1051,2.2942745862525184e-06
89126,Las Vegas,NV,Clark,1051,2.2942745862525184e-06
89127,Las Vegas,NV,Clark,1051,2.2942745862525184e-06
89128,Las Vegas,NV,Clark,36753,8.02297562973728e-05
89129,Las Vegas,NV,Clark,56716,0.0001238078757696459
89130,Las Vegas,NV,Clark,35776,7.80970195982589e-05
89131,Las Vegas,NV,Clark,48710,0.00010633122273678419
89132,Las Vegas,NV,Clark,48710,0.00010633122273678419
89133,Las Vegas,NV,Clark,48710,0.00010633122273678419
89134,Las Vegas,NV,Clark,24410,5.328567331153566e-05
89135,Las Vegas,NV,Clark,27654,6.03671450125853e-05
89136,Las Vegas,NV,Clark,27654,6.03671450125853e-05
89137,Las Vegas,NV,Clark,27654,6.03671450125853e-05
89138,Las Vegas,NV,Clark,16498,3.60142170542284e-05
89139,Las Vegas,NV,Clark,40490,8.838741959787296e-05
89140,Las Vegas,NV,Clark,40490,8.838741959787296e-05
