Zip,City,State,County,population,weight
92337,Fontana,CA,San Bernardino,38868,8.484668374734814e-05
92338,Ludlow,CA,San Bernardino,0,0.0
92339,Forest Falls,CA,San Bernardino,1185,2.5867891386386626e-06
92340,Hesperia,CA,San Bernardino,1185,2.5867891386386626e-06
92341,Green Valley Lake,CA,San Bernardino,203,4.431377174208004e-07
92342,Helendale,CA,San Bernardino,6508,1.4206602290515119e-05
92344,Hesperia,CA,San Bernardino,23003,5.0214270511481146e-05
92345,Hesperia,CA,San Bernardino,80808,0.00017639937275536966
92346,Highland,CA,San Bernardino,61751,0.0001347990009283342
92347,Hinkley,CA,San Bernardino,843,1.8402221467277574e-06
92350,Loma Linda,CA,San Bernardino,843,1.8402221467277574e-06
92352,Lake Arrowhead,CA,San Bernardino,5729,1.2506088586718058e-05
92354,Loma Linda,CA,San Bernardino,21679,4.7324052098352375e-05
92356,Lucerne Valley,CA,San Bernardino,6065,1.323955791210421e-05
92357,Loma Linda,CA,San Bernardino,6065,1.323955791210421e-05
92358,Lytle Creek,CA,San Bernardino,782,1.707062537059438e-06
92359,Mentone,CA,San Bernardino,9056,1.976874467469344e-05
92363,Needles,CA,San Bernardino,5407,1.1803180483222995e-05
92364,Nipton,CA,San Bernardino,0,0.0
92365,Newberry Springs,CA,San Bernardino,2792,6.0947808228516e-06
92366,Mountain Pass,CA,San Bernardino,2792,6.0947808228516e-06
92368,Oro Grande,CA,San Bernardino,1100,2.4012388628713323e-06
92369,Patton,CA,San Bernardino,1100,2.4012388628713323e-06
92371,Phelan,CA,San Bernardino,17882,3.90354121326047e-05
92372,Pinon Hills,CA,San Bernardino,6282,1.37132568514161e-05
92373,Redlands,CA,San Bernardino,33264,7.261346321322909e-05
92374,Redlands,CA,San Bernardino,43633,9.524841391242259e-05
92375,Redlands,CA,San Bernardino,43633,9.524841391242259e-05
92376,Rialto,CA,San Bernardino,87027,0.00018997510410827587
92377,Rialto,CA,San Bernardino,19556,4.268966109301071e-05
92378,Rimforest,CA,San Bernardino,263,5.741143826683276e-07
92382,Running Springs,CA,San Bernardino,4709,1.0279485277510095e-05
92385,Skyforest,CA,San Bernardino,202,4.409547730000083e-07
92386,Sugarloaf,CA,San Bernardino,2140,4.6715010604951375e-06
92391,Twin Peaks,CA,San Bernardino,2479,5.411519219143666e-06
92392,Victorville,CA,San Bernardino,58204,0.00012705609706778457
92393,Victorville,CA,San Bernardino,58204,0.00012705609706778457
92394,Victorville,CA,San Bernardino,35365,7.719982944131334e-05
92395,Victorville,CA,San Bernardino,42741,9.330122748907602e-05
92397,Wrightwood,CA,San Bernardino,4571,9.978238947440783e-06
92398,Yermo,CA,San Bernardino,2098,4.579817394821868e-06
92399,Yucaipa,CA,San Bernardino,54163,0.00011823481866336361
92401,San Bernardino,CA,San Bernardino,1929,4.210899787708e-06
92402,San Bernardino,CA,San Bernardino,1929,4.210899787708e-06
92403,San Bernardino,CA,San Bernardino,1929,4.210899787708e-06
92404,San Bernardino,CA,San Bernardino,61216,0.00013363112566321044
92405,San Bernardino,CA,San Bernardino,30511,6.660381722278838e-05
92406,San Bernardino,CA,San Bernardino,30511,6.660381722278838e-05
92407,San Bernardino,CA,San Bernardino,69222,0.00015110777869607216
92408,San Bernardino,CA,San Bernardino,14434,3.1508619769713466e-05
92410,San Bernardino,CA,San Bernardino,45641,9.963176630937317e-05
92411,San Bernardino,CA,San Bernardino,26563,5.7985552649501094e-05
92413,San Bernardino,CA,San Bernardino,26563,5.7985552649501094e-05
92415,San Bernardino,CA,San Bernardino,26563,5.7985552649501094e-05
92418,San Bernardino,CA,San Bernardino,26563,5.7985552649501094e-05
92423,San Bernardino,CA,San Bernardino,26563,5.7985552649501094e-05
92427,San Bernardino,CA,San Bernardino,26563,5.7985552649501094e-05
93558,Red Mountain,CA,San Bernardino,40,8.731777683168481e-08
93562,Trona,CA,San Bernardino,1723,3.7612132370248233e-06
93592,Trona,CA,San Bernardino,77,1.6808672040099326e-07
91901,Alpine,CA,San Diego,18558,4.051108256106017e-05
91902,Bonita,CA,San Diego,20138,4.396013474591172e-05
91903,Alpine,CA,San Diego,20138,4.396013474591172e-05
91905,Boulevard,CA,San Diego,1478,3.226391853930754e-06
91906,Campo,CA,San Diego,4351,9.497991174866516e-06
91908,Bonita,CA,San Diego,4351,9.497991174866516e-06
91909,Chula Vista,CA,San Diego,4351,9.497991174866516e-06
91910,Chula Vista,CA,San Diego,74297,0.00016218622163159216
91911,Chula Vista,CA,San Diego,85365,0.00018634705048091937
91912,Chula Vista,CA,San Diego,85365,0.00018634705048091937
91913,Chula Vista,CA,San Diego,53072,0.00011585322630027941
91914,Chula Vista,CA,San Diego,16357,3.5706421890896716e-05
91915,Chula Vista,CA,San Diego,31740,6.92866559159419e-05
91916,Descanso,CA,San Diego,1962,4.28293695359414e-06
91917,Dulzura,CA,San Diego,920,2.0083088671287507e-06
91921,Chula Vista,CA,San Diego,920,2.0083088671287507e-06
91931,Guatay,CA,San Diego,496,1.0827404327128917e-06
91932,Imperial Beach,CA,San Diego,26701,5.828679897957041e-05
91933,Imperial Beach,CA,San Diego,26701,5.828679897957041e-05
91934,Jacumba,CA,San Diego,267,5.828461603514961e-07
91935,Jamul,CA,San Diego,8332,1.8188292914039946e-05
91941,La Mesa,CA,San Diego,32384,7.069247212293202e-05
91942,La Mesa,CA,San Diego,40205,8.77652804379472e-05
91943,La Mesa,CA,San Diego,40205,8.77652804379472e-05
91944,La Mesa,CA,San Diego,40205,8.77652804379472e-05
91945,Lemon Grove,CA,San Diego,27193,5.936080763460013e-05
91946,Lemon Grove,CA,San Diego,27193,5.936080763460013e-05
91948,Mount Laguna,CA,San Diego,15,3.2744166311881805e-08
91950,National City,CA,San Diego,62639,0.00013673745557399764
91951,National City,CA,San Diego,62639,0.00013673745557399764
91962,Pine Valley,CA,San Diego,2378,5.191041832643662e-06
91963,Potrero,CA,San Diego,999,2.180761476371328e-06
91976,Spring Valley,CA,San Diego,999,2.180761476371328e-06
91977,Spring Valley,CA,San Diego,63393,0.00013838339566727488
91978,Spring Valley,CA,San Diego,10518,2.2960209417891523e-05
91979,Spring Valley,CA,San Diego,10518,2.2960209417891523e-05
91980,Tecate,CA,San Diego,636,1.3883526516237885e-06
91987,Tecate,CA,San Diego,636,1.3883526516237885e-06
92003,Bonsall,CA,San Diego,5042,1.100640576963387e-05
92004,Borrego Springs,CA,San Diego,2414,5.2696278317921784e-06
92007,Cardiff By The Sea,CA,San Diego,11234,2.452319762317868e-05
92008,Carlsbad,CA,San Diego,27330,5.965987102024865e-05
92009,Carlsbad,CA,San Diego,45827,0.0001000377939716405
92010,Carlsbad,CA,San Diego,16131,3.5213076451797695e-05
92011,Carlsbad,CA,San Diego,24382,5.3224550867753476e-05
92013,Carlsbad,CA,San Diego,24382,5.3224550867753476e-05
92014,Del Mar,CA,San Diego,13863,3.0262158505441166e-05
92018,Carlsbad,CA,San Diego,13863,3.0262158505441166e-05
92019,El Cajon,CA,San Diego,42400,9.25568434415859e-05
92020,El Cajon,CA,San Diego,58742,0.00012823052116617072
92021,El Cajon,CA,San Diego,71321,0.0001556897790353148
92022,El Cajon,CA,San Diego,71321,0.0001556897790353148
92023,Encinitas,CA,San Diego,71321,0.0001556897790353148
92024,Encinitas,CA,San Diego,51496,0.00011241290589311103
92025,Escondido,CA,San Diego,53772,0.00011738128739483389
92026,Escondido,CA,San Diego,49921,0.00010897476843036344
92027,Escondido,CA,San Diego,56811,0.00012401525548962116
92028,Fallbrook,CA,San Diego,49380,0.0001077937954987149
92029,Escondido,CA,San Diego,19149,4.1801202713748316e-05
92030,Escondido,CA,San Diego,19149,4.1801202713748316e-05
92033,Escondido,CA,San Diego,19149,4.1801202713748316e-05
92036,Julian,CA,San Diego,2221,4.848319558579299e-06
92037,La Jolla,CA,San Diego,39724,8.671528417154618e-05
92038,La Jolla,CA,San Diego,39724,8.671528417154618e-05
92039,La Jolla,CA,San Diego,39724,8.671528417154618e-05
92040,Lakeside,CA,San Diego,46261,0.00010098519185026428
92046,Escondido,CA,San Diego,46261,0.00010098519185026428
92049,Oceanside,CA,San Diego,46261,0.00010098519185026428
92051,Oceanside,CA,San Diego,46261,0.00010098519185026428
92052,Oceanside,CA,San Diego,46261,0.00010098519185026428
92054,Oceanside,CA,San Diego,42173,9.206131505806609e-05
92055,Camp Pendleton,CA,San Diego,12120,2.6457286380000498e-05
92056,Oceanside,CA,San Diego,53845,0.00011754064233755172
92057,Oceanside,CA,San Diego,58347,0.00012736825811995785
92058,Oceanside,CA,San Diego,45894,0.00010018405124783357
92059,Pala,CA,San Diego,1456,3.178367076673327e-06
92060,Palomar Mountain,CA,San Diego,92,2.0083088671287507e-07
92061,Pauma Valley,CA,San Diego,2376,5.186675943802078e-06
92064,Poway,CA,San Diego,49933,0.00010900096376341294
92065,Ramona,CA,San Diego,36309,7.92605289745411e-05
92066,Ranchita,CA,San Diego,572,1.2486442086930928e-06
92067,Rancho Santa Fe,CA,San Diego,8756,1.9113861348455805e-05
92068,San Luis Rey,CA,San Diego,8756,1.9113861348455805e-05
92069,San Marcos,CA,San Diego,51447,0.00011230594161649222
92070,Santa Ysabel,CA,San Diego,829,1.8096609248366677e-06
92071,Santee,CA,San Diego,57511,0.00012554331658417564
92072,Santee,CA,San Diego,57511,0.00012554331658417564
92074,Poway,CA,San Diego,57511,0.00012554331658417564
92075,Solana Beach,CA,San Diego,12624,2.7557490368079727e-05
92078,San Marcos,CA,San Diego,49034,0.00010703849672912084
92079,San Marcos,CA,San Diego,49034,0.00010703849672912084
92081,Vista,CA,San Diego,29405,6.41894806933923e-05
92082,Valley Center,CA,San Diego,18065,3.9434890961609654e-05
92083,Vista,CA,San Diego,39043,8.522869902098676e-05
92084,Vista,CA,San Diego,51419,0.00011224481917271004
92085,Vista,CA,San Diego,51419,0.00011224481917271004
92086,Warner Springs,CA,San Diego,1544,3.3704661857030338e-06
92088,Fallbrook,CA,San Diego,1544,3.3704661857030338e-06
92091,Rancho Santa Fe,CA,San Diego,1343,2.9316943571238176e-06
92092,La Jolla,CA,San Diego,1343,2.9316943571238176e-06
92093,La Jolla,CA,San Diego,1343,2.9316943571238176e-06
92096,San Marcos,CA,San Diego,1343,2.9316943571238176e-06
92101,San Diego,CA,San Diego,39313,8.581809401460063e-05
92102,San Diego,CA,San Diego,44500,9.714102672524936e-05
92103,San Diego,CA,San Diego,34878,7.613673550838757e-05
92104,San Diego,CA,San Diego,45202,9.867345370864542e-05
92105,San Diego,CA,San Diego,72848,0.0001590231351658644
92106,San Diego,CA,San Diego,19080,4.1650579548713655e-05
92107,San Diego,CA,San Diego,31148,6.799435281883296e-05
92108,San Diego,CA,San Diego,22565,4.92581408551742e-05
92109,San Diego,CA,San Diego,48417,0.00010569162002149209
92110,San Diego,CA,San Diego,29911,6.529405057031312e-05
92111,San Diego,CA,San Diego,49369,0.0001077697831100862
92112,San Diego,CA,San Diego,49369,0.0001077697831100862
92113,San Diego,CA,San Diego,55623,0.00012142191751772011
92114,San Diego,CA,San Diego,70039,0.0001528912442878593
92115,San Diego,CA,San Diego,65853,0.0001437534389424235
92116,San Diego,CA,San Diego,33767,7.371148425688753e-05
92117,San Diego,CA,San Diego,56173,0.00012262253694915579
92118,Coronado,CA,San Diego,22484,4.9081322357090036e-05
92119,San Diego,CA,San Diego,23990,5.2368836654802964e-05
92120,San Diego,CA,San Diego,29142,6.361536631072398e-05
92121,San Diego,CA,San Diego,4655,1.0161606278787321e-05
92122,San Diego,CA,San Diego,48438,0.00010573746185432873
92123,San Diego,CA,San Diego,31216,6.814279303944683e-05
92124,San Diego,CA,San Diego,32170,7.022532201688252e-05
92126,San Diego,CA,San Diego,82572,0.00018025008671364697
92127,San Diego,CA,San Diego,48721,0.0001063552351254129
92128,San Diego,CA,San Diego,51066,0.00011147423979217042
92129,San Diego,CA,San Diego,54986,0.00012003138192167554
92130,San Diego,CA,San Diego,55316,0.00012075175358053693
92131,San Diego,CA,San Diego,34359,7.500378735399647e-05
92132,San Diego,CA,San Diego,0,0.0
92134,San Diego,CA,San Diego,280,6.112244378217937e-07
92135,San Diego,CA,San Diego,646,1.4101820958317097e-06
92136,San Diego,CA,San Diego,646,1.4101820958317097e-06
92137,San Diego,CA,San Diego,646,1.4101820958317097e-06
92138,San Diego,CA,San Diego,646,1.4101820958317097e-06
92139,San Diego,CA,San Diego,37040,8.085626134614014e-05
92140,San Diego,CA,San Diego,3669,8.00922307988629e-06
92142,San Diego,CA,San Diego,3669,8.00922307988629e-06
92143,San Ysidro,CA,San Diego,3669,8.00922307988629e-06
92145,San Diego,CA,San Diego,2389,5.215054221272375e-06
92147,San Diego,CA,San Diego,551,1.2028023758564583e-06
92149,San Diego,CA,San Diego,551,1.2028023758564583e-06
92150,San Diego,CA,San Diego,551,1.2028023758564583e-06
92152,San Diego,CA,San Diego,551,1.2028023758564583e-06
92153,San Diego,CA,San Diego,551,1.2028023758564583e-06
92154,San Diego,CA,San Diego,86811,0.00018950358811338475
92155,San Diego,CA,San Diego,490,1.069642766188139e-06
92158,San Diego,CA,San Diego,490,1.069642766188139e-06
92159,San Diego,CA,San Diego,490,1.069642766188139e-06
92160,San Diego,CA,San Diego,490,1.069642766188139e-06
92161,San Diego,CA,San Diego,490,1.069642766188139e-06
92163,San Diego,CA,San Diego,490,1.069642766188139e-06
92165,San Diego,CA,San Diego,490,1.069642766188139e-06
92166,San Diego,CA,San Diego,490,1.069642766188139e-06
92167,San Diego,CA,San Diego,490,1.069642766188139e-06
92168,San Diego,CA,San Diego,490,1.069642766188139e-06
92169,San Diego,CA,San Diego,490,1.069642766188139e-06
92170,San Diego,CA,San Diego,490,1.069642766188139e-06
92171,San Diego,CA,San Diego,490,1.069642766188139e-06
92172,San Diego,CA,San Diego,490,1.069642766188139e-06
92173,San Ysidro,CA,San Diego,31866,6.956170691296171e-05
92174,San Diego,CA,San Diego,31866,6.956170691296171e-05
92175,San Diego,CA,San Diego,31866,6.956170691296171e-05
92176,San Diego,CA,San Diego,31866,6.956170691296171e-05
92177,San Diego,CA,San Diego,31866,6.956170691296171e-05
92178,Coronado,CA,San Diego,31866,6.956170691296171e-05
92179,San Diego,CA,San Diego,31866,6.956170691296171e-05
92182,San Diego,CA,San Diego,31866,6.956170691296171e-05
92186,San Diego,CA,San Diego,31866,6.956170691296171e-05
92187,San Diego,CA,San Diego,31866,6.956170691296171e-05
92190,San Diego,CA,San Diego,31866,6.956170691296171e-05
92191,San Diego,CA,San Diego,31866,6.956170691296171e-05
92192,San Diego,CA,San Diego,31866,6.956170691296171e-05
92193,San Diego,CA,San Diego,31866,6.956170691296171e-05
92195,San Diego,CA,San Diego,31866,6.956170691296171e-05
92196,San Diego,CA,San Diego,31866,6.956170691296171e-05
92197,San Diego,CA,San Diego,31866,6.956170691296171e-05
92198,San Diego,CA,San Diego,31866,6.956170691296171e-05
92199,San Diego,CA,San Diego,31866,6.956170691296171e-05
94102,San Francisco,CA,City and County of San Francisco,31067,6.78175343207488e-05
94103,San Francisco,CA,City and County of San Francisco,28735,6.272690793146158e-05
94104,San Francisco,CA,City and County of San Francisco,546,1.1918876537524977e-06
94105,San Francisco,CA,City and County of San Francisco,9155,1.998485617235186e-05
94107,San Francisco,CA,City and County of San Francisco,29689,6.480943690889727e-05
94108,San Francisco,CA,City and County of San Francisco,14550,3.176184132252535e-05
94109,San Francisco,CA,City and County of San Francisco,56677,0.000123722740937235
94110,San Francisco,CA,City and County of San Francisco,74161,0.00016188934119036445
94111,San Francisco,CA,City and County of San Francisco,3620,7.902258803267476e-06
94112,San Francisco,CA,City and County of San Francisco,85166,0.00018591264454118173
94114,San Francisco,CA,City and County of San Francisco,34754,7.586605040020935e-05
94115,San Francisco,CA,City and County of San Francisco,35004,7.641178650540738e-05
94116,San Francisco,CA,City and County of San Francisco,47823,0.00010439495103554157
94117,San Francisco,CA,City and County of San Francisco,44239,9.657127823142261e-05
94118,San Francisco,CA,City and County of San Francisco,41468,9.052233924140764e-05
94119,San Francisco,CA,City and County of San Francisco,41468,9.052233924140764e-05
94120,San Francisco,CA,City and County of San Francisco,41468,9.052233924140764e-05
94121,San Francisco,CA,City and County of San Francisco,43795,9.560205090859091e-05
94122,San Francisco,CA,City and County of San Francisco,62131,0.00013562851980823524
94123,San Francisco,CA,City and County of San Francisco,25941,5.66277612197684e-05
94124,San Francisco,CA,City and County of San Francisco,35363,7.719546355247175e-05
94125,San Francisco,CA,City and County of San Francisco,35363,7.719546355247175e-05
94126,San Francisco,CA,City and County of San Francisco,35363,7.719546355247175e-05
94127,San Francisco,CA,City and County of San Francisco,21423,4.676521832662959e-05
94129,San Francisco,CA,City and County of San Francisco,3994,8.718680016643729e-06
94130,San Francisco,CA,City and County of San Francisco,3064,6.688541705307057e-06
94131,San Francisco,CA,City and County of San Francisco,29902,6.527440407052598e-05
94132,San Francisco,CA,City and County of San Francisco,31488,6.873655392190228e-05
94133,San Francisco,CA,City and County of San Francisco,26527,5.7906966650352575e-05
94134,San Francisco,CA,City and County of San Francisco,42471,9.271183249546215e-05
94137,San Francisco,CA,City and County of San Francisco,42471,9.271183249546215e-05
94139,San Francisco,CA,City and County of San Francisco,42471,9.271183249546215e-05
94140,San Francisco,CA,City and County of San Francisco,42471,9.271183249546215e-05
94141,San Francisco,CA,City and County of San Francisco,42471,9.271183249546215e-05
94142,San Francisco,CA,City and County of San Francisco,42471,9.271183249546215e-05
94143,San Francisco,CA,City and County of San Francisco,42471,9.271183249546215e-05
94144,San Francisco,CA,City and County of San Francisco,42471,9.271183249546215e-05
94145,San Francisco,CA,City and County of San Francisco,42471,9.271183249546215e-05
94146,San Francisco,CA,City and County of San Francisco,42471,9.271183249546215e-05
94147,San Francisco,CA,City and County of San Francisco,42471,9.271183249546215e-05
94151,San Francisco,CA,City and County of San Francisco,42471,9.271183249546215e-05
94158,San Francisco,CA,City and County of San Francisco,7291,1.591584777199535e-05
94159,San Francisco,CA,City and County of San Francisco,7291,1.591584777199535e-05
94160,San Francisco,CA,City and County of San Francisco,7291,1.591584777199535e-05
94161,San Francisco,CA,City and County of San Francisco,7291,1.591584777199535e-05
94163,San Francisco,CA,City and County of San Francisco,7291,1.591584777199535e-05
94164,San Francisco,CA,City and County of San Francisco,7291,1.591584777199535e-05
94172,San Francisco,CA,City and County of San Francisco,7291,1.591584777199535e-05
94177,San Francisco,CA,City and County of San Francisco,7291,1.591584777199535e-05
94188,San Francisco,CA,City and County of San Francisco,7291,1.591584777199535e-05
95201,Stockton,CA,San Joaquin,48854,0.00010664556673337825
95202,Stockton,CA,San Joaquin,6001,1.3099849469173515e-05
95203,Stockton,CA,San Joaquin,15775,3.44359482379957e-05
95204,Stockton,CA,San Joaquin,28425,6.205019516101603e-05
95205,Stockton,CA,San Joaquin,38544,8.413940975501149e-05
95206,Stockton,CA,San Joaquin,64034,0.00013978266304100263
95207,Stockton,CA,San Joaquin,51879,0.00011324897360627442
95208,Stockton,CA,San Joaquin,51879,0.00011324897360627442
95209,Stockton,CA,San Joaquin,44313,9.673281611856123e-05
95210,Stockton,CA,San Joaquin,41117,8.975612574970961e-05
95211,Stockton,CA,San Joaquin,1629,3.556016461470364e-06
95212,Stockton,CA,San Joaquin,28049,6.122940805879818e-05
95213,Stockton,CA,San Joaquin,28049,6.122940805879818e-05
95214,Stockton,CA,San Joaquin,28049,6.122940805879818e-05
95215,Stockton,CA,San Joaquin,24371,5.3200538479124767e-05
95219,Stockton,CA,San Joaquin,29668,6.476359507606063e-05
95220,Acampo,CA,San Joaquin,7538,1.6455035043931005e-05
95227,Clements,CA,San Joaquin,842,1.8380392023069653e-06
95230,Farmington,CA,San Joaquin,597,1.3032178192128958e-06
95231,French Camp,CA,San Joaquin,5092,1.1115552990673477e-05
95234,Holt,CA,San Joaquin,113,2.466727195495096e-07
95236,Linden,CA,San Joaquin,4223,9.218574289005125e-06
95237,Lockeford,CA,San Joaquin,3531,7.707976749816978e-06
95240,Lodi,CA,San Joaquin,48838,0.00010661063962264558
95241,Lodi,CA,San Joaquin,48838,0.00010661063962264558
95242,Lodi,CA,San Joaquin,26235,5.726954687948128e-05
95253,Victor,CA,San Joaquin,15703,3.4278776239698664e-05
95258,Woodbridge,CA,San Joaquin,3881,8.47200729709422e-06
95267,Stockton,CA,San Joaquin,3881,8.47200729709422e-06
95269,Stockton,CA,San Joaquin,3881,8.47200729709422e-06
95296,Stockton,CA,San Joaquin,3881,8.47200729709422e-06
95297,Stockton,CA,San Joaquin,3881,8.47200729709422e-06
95304,Tracy,CA,San Joaquin,14539,3.173782893389664e-05
95320,Escalon,CA,San Joaquin,13094,2.8583474245852025e-05
95330,Lathrop,CA,San Joaquin,21552,4.704681815691178e-05
95336,Manteca,CA,San Joaquin,47612,0.00010393434976275443
95337,Manteca,CA,San Joaquin,37706,8.23101023303877e-05
95366,Ripon,CA,San Joaquin,17654,3.853770080466409e-05
95376,Tracy,CA,San Joaquin,53542,0.00011687921017805171
95377,Tracy,CA,San Joaquin,32501,7.09478766201647e-05
95378,Tracy,CA,San Joaquin,32501,7.09478766201647e-05
95385,Vernalis,CA,San Joaquin,440,9.60495545148533e-07
95391,Tracy,CA,San Joaquin,16562,3.61539254971591e-05
95686,Thornton,CA,San Joaquin,1209,2.6391798047376735e-06
93401,San Luis Obispo,CA,San Luis Obispo,28423,6.204582927217444e-05
93402,Los Osos,CA,San Luis Obispo,16350,3.5691141279951165e-05
93403,San Luis Obispo,CA,San Luis Obispo,16350,3.5691141279951165e-05
93405,San Luis Obispo,CA,San Luis Obispo,36550,7.9786618579952e-05
93406,San Luis Obispo,CA,San Luis Obispo,36550,7.9786618579952e-05
93407,San Luis Obispo,CA,San Luis Obispo,36550,7.9786618579952e-05
93408,San Luis Obispo,CA,San Luis Obispo,36550,7.9786618579952e-05
93409,San Luis Obispo,CA,San Luis Obispo,36550,7.9786618579952e-05
93410,San Luis Obispo,CA,San Luis Obispo,0,0.0
93412,Los Osos,CA,San Luis Obispo,0,0.0
93420,Arroyo Grande,CA,San Luis Obispo,30136,6.578521306499134e-05
93421,Arroyo Grande,CA,San Luis Obispo,30136,6.578521306499134e-05
93422,Atascadero,CA,San Luis Obispo,33806,7.379661908929842e-05
93423,Atascadero,CA,San Luis Obispo,33806,7.379661908929842e-05
93424,Avila Beach,CA,San Luis Obispo,776,1.6939648705346854e-06
93428,Cambria,CA,San Luis Obispo,5981,1.3056190580757672e-05
93430,Cayucos,CA,San Luis Obispo,2947,6.4331372080743785e-06
93432,Creston,CA,San Luis Obispo,1125,2.4558124733911353e-06
93433,Grover Beach,CA,San Luis Obispo,13538,2.9552701568683726e-05
93435,Harmony,CA,San Luis Obispo,7350,1.6044641492822086e-05
93442,Morro Bay,CA,San Luis Obispo,10976,2.3959997962614313e-05
93443,Morro Bay,CA,San Luis Obispo,10976,2.3959997962614313e-05
93444,Nipomo,CA,San Luis Obispo,20775,4.53506703419563e-05
93445,Oceano,CA,San Luis Obispo,7383,1.6116678658708223e-05
93446,Paso Robles,CA,San Luis Obispo,44753,9.769331166370976e-05
93447,Paso Robles,CA,San Luis Obispo,44753,9.769331166370976e-05
93448,Pismo Beach,CA,San Luis Obispo,44753,9.769331166370976e-05
93449,Pismo Beach,CA,San Luis Obispo,8116,1.771677691914885e-05
93451,San Miguel,CA,San Luis Obispo,4089,8.92605973661898e-06
93452,San Simeon,CA,San Luis Obispo,795,1.7354408145297356e-06
93453,Santa Margarita,CA,San Luis Obispo,2953,6.446234874599131e-06
93461,Shandon,CA,San Luis Obispo,1451,3.1674523545693666e-06
93465,Templeton,CA,San Luis Obispo,8914,1.9458766566940962e-05
93475,Oceano,CA,San Luis Obispo,8914,1.9458766566940962e-05
93483,Grover Beach,CA,San Luis Obispo,8914,1.9458766566940962e-05
94002,Belmont,CA,San Mateo,27202,5.938045413438726e-05
94005,Brisbane,CA,San Mateo,4692,1.0242375222356628e-05
94010,Burlingame,CA,San Mateo,42730,9.327721510044731e-05
94011,Burlingame,CA,San Mateo,42730,9.327721510044731e-05
94014,Daly City,CA,San Mateo,49515,0.00010808849299552185
94015,Daly City,CA,San Mateo,64887,0.0001416447146319383
94016,Daly City,CA,San Mateo,64887,0.0001416447146319383
94017,Daly City,CA,San Mateo,64887,0.0001416447146319383
94018,El Granada,CA,San Mateo,64887,0.0001416447146319383
94019,Half Moon Bay,CA,San Mateo,20314,4.4344332963971134e-05
94020,La Honda,CA,San Mateo,1334,2.9120478573366885e-06
94021,Loma Mar,CA,San Mateo,436,9.517637674653645e-07
94025,Menlo Park,CA,San Mateo,42788,9.340382587685325e-05
94026,Menlo Park,CA,San Mateo,42788,9.340382587685325e-05
94027,Atherton,CA,San Mateo,7444,1.6249838268376544e-05
94028,Portola Valley,CA,San Mateo,6868,1.4992462282000282e-05
94030,Millbrae,CA,San Mateo,22710,4.957466779618905e-05
94037,Montara,CA,San Mateo,2692,5.876486380772388e-06
94038,Moss Beach,CA,San Mateo,3687,8.048516079460548e-06
94044,Pacifica,CA,San Mateo,39065,8.527672379824419e-05
94060,Pescadero,CA,San Mateo,1081,2.359762918876282e-06
94061,Redwood City,CA,San Mateo,39624,8.649698972946698e-05
94062,Redwood City,CA,San Mateo,27757,6.059198828792689e-05
94063,Redwood City,CA,San Mateo,34503,7.531813135059053e-05
94064,Redwood City,CA,San Mateo,34503,7.531813135059053e-05
94065,Redwood City,CA,San Mateo,12579,2.745925786914408e-05
94066,San Bruno,CA,San Mateo,43124,9.41372952022394e-05
94070,San Carlos,CA,San Mateo,31049,6.777824132117455e-05
94074,San Gregorio,CA,San Mateo,197,4.300400508960477e-07
94080,South San Francisco,CA,San Mateo,67597,0.00014756049401228497
94083,South San Francisco,CA,San Mateo,67597,0.00014756049401228497
94128,San Francisco,CA,San Mateo,135,2.9469749680693624e-07
94303,Palo Alto,CA,San Mateo,48039,0.00010486646703043267
94401,San Mateo,CA,San Mateo,35414,7.730679371793215e-05
94402,San Mateo,CA,San Mateo,25764,5.624138005728819e-05
94403,San Mateo,CA,San Mateo,44300,9.670443784109093e-05
94404,San Mateo,CA,San Mateo,36905,8.056156384933321e-05
94497,San Mateo,CA,San Mateo,36905,8.056156384933321e-05
93013,Carpinteria,CA,Santa Barbara,16644,3.6332926939664054e-05
93014,Carpinteria,CA,Santa Barbara,16644,3.6332926939664054e-05
93067,Summerland,CA,Santa Barbara,454,9.910567670396226e-07
93101,Santa Barbara,CA,Santa Barbara,31624,6.903343436313002e-05
93102,Santa Barbara,CA,Santa Barbara,31624,6.903343436313002e-05
93103,Santa Barbara,CA,Santa Barbara,20353,4.4429467796382025e-05
93105,Santa Barbara,CA,Santa Barbara,27515,6.006371573809519e-05
93106,Santa Barbara,CA,Santa Barbara,27515,6.006371573809519e-05
93107,Santa Barbara,CA,Santa Barbara,27515,6.006371573809519e-05
93108,Santa Barbara,CA,Santa Barbara,10896,2.3785362408950943e-05
93109,Santa Barbara,CA,Santa Barbara,11573,2.526321578182721e-05
93110,Santa Barbara,CA,Santa Barbara,16660,3.636785405039673e-05
93111,Santa Barbara,CA,Santa Barbara,17263,3.768416953613437e-05
93116,Goleta,CA,Santa Barbara,17263,3.768416953613437e-05
93117,Goleta,CA,Santa Barbara,58431,0.00012755162545130438
93118,Goleta,CA,Santa Barbara,58431,0.00012755162545130438
93120,Santa Barbara,CA,Santa Barbara,58431,0.00012755162545130438
93121,Santa Barbara,CA,Santa Barbara,58431,0.00012755162545130438
93130,Santa Barbara,CA,Santa Barbara,58431,0.00012755162545130438
93140,Santa Barbara,CA,Santa Barbara,58431,0.00012755162545130438
93150,Santa Barbara,CA,Santa Barbara,58431,0.00012755162545130438
93160,Santa Barbara,CA,Santa Barbara,58431,0.00012755162545130438
